ZIP,Year,Deaths,Median_Rent,Avg_Pop_Per_ZIP,Rate_per_100k,Rent_Demeaned,Rate_Demeaned
90003,2016,10,1099.0,86464.79220779221,11.565401066329978,-60.181818181818244,-5.339094535245257
90003,2017,11,1133.0,89797.80717488789,12.249742333436588,-26.181818181818244,-4.654753268138647
90003,2018,16,1178.0,84313.16949152542,18.97686932716746,18.818181818181756,2.072373725592225
90003,2019,12,1212.0,81958.75933609958,14.641510068240475,52.818181818181756,-2.26298553333476
90003,2020,24,1252.0,76419.04580152672,31.405783398986802,92.81818181818176,14.501287797411567
90003,2021,23,1293.0,72847.86742424243,31.57264696035017,133.81818181818176,14.668151358774935
90003,2022,35,1407.0,71745.8037735849,48.783340849386605,247.81818181818176,31.87884524781137
90004,2012,2,1040.0,106131.92432432433,1.8844471281687871,-206.5454545454545,-10.90832076125965
90004,2013,2,1064.0,97772.78712871287,2.045558952274831,-182.5454545454545,-10.747208937153607
90004,2014,2,1070.0,96344.30917874396,2.0758880488617915,-176.5454545454545,-10.716879840566646
90004,2015,7,1090.0,90732.48868778281,7.714987322884438,-156.5454545454545,-5.077780566544
90004,2016,3,1125.0,86464.79220779221,3.469620319898993,-121.5454545454545,-9.323147569529445
90004,2017,6,1177.0,89797.80717488789,6.681677636419958,-69.5454545454545,-6.11109025300848
90004,2018,7,1229.0,84313.16949152542,8.302380330635764,-17.545454545454504,-4.4903875587926745
90004,2019,10,1307.0,81958.75933609958,12.201258390200394,60.454545454545496,-0.5915094992280441
90004,2020,25,1400.0,76419.04580152672,32.71435770727792,153.4545454545455,19.92158981784948
90004,2021,23,1530.0,72847.86742424243,31.57264696035017,283.4545454545455,18.77987907092173
90004,2022,23,1680.0,71745.8037735849,32.05762398673977,433.4545454545455,19.26485609731133
90005,2012,1,920.0,106131.92432432433,0.9422235640843936,-212.5454545454545,-6.349131484914768
90005,2013,2,936.0,97772.78712871287,2.045558952274831,-196.5454545454545,-5.24579609672433
90005,2014,3,939.0,96344.30917874396,3.113832073292688,-193.5454545454545,-4.177522975706474
90005,2015,1,952.0,90732.48868778281,1.1021410461263481,-180.5454545454545,-6.189214002872813
90005,2016,1,988.0,86464.79220779221,1.1565401066329979,-144.5454545454545,-6.134814942366163
90005,2017,3,1060.0,89797.80717488789,3.340838818209979,-72.5454545454545,-3.9505162307891823
90005,2018,7,1138.0,84313.16949152542,8.302380330635764,5.454545454545496,1.011025281636602
90005,2019,9,1235.0,81958.75933609958,10.981132551180355,102.4545454545455,3.689777502181194
90005,2020,9,1305.0,76419.04580152672,11.777168774620051,172.4545454545455,4.48581372562089
90005,2021,9,1413.0,72847.86742424243,12.35451402796311,280.4545454545455,5.063158978963948
90005,2022,18,1572.0,71745.8037735849,25.08857529397025,439.4545454545455,17.79722024497109
90006,2012,2,897.0,106131.92432432433,1.8844471281687871,-161.909090909091,-9.391489888137217
90006,2013,4,914.0,97772.78712871287,4.091117904549662,-144.909090909091,-7.184819111756342
90006,2014,2,940.0,96344.30917874396,2.0758880488617915,-118.90909090909099,-9.200048967444213
90006,2015,11,963.0,90732.48868778281,12.12355150738983,-95.90909090909099,0.8476144910838261
90006,2016,3,984.0,86464.79220779221,3.469620319898993,-74.90909090909099,-7.806316696407011
90006,2017,7,1030.0,89797.80717488789,7.795290575823284,-28.90909090909099,-3.4806464404827206
90006,2018,4,1071.0,84313.16949152542,4.744217331791865,12.090909090909008,-6.531719684514139
90006,2019,7,1116.0,81958.75933609958,8.540880873140276,57.09090909090901,-2.7350561431657283
90006,2020,14,1153.0,76419.04580152672,18.320040316075637,94.09090909090901,7.044103299769633
90006,2021,16,1234.0,72847.86742424243,21.96358049415664,175.090909090909,10.687643477850637
90006,2022,28,1346.0,71745.8037735849,39.02667267950928,287.090909090909,27.75073566320328
90007,2012,2,963.0,106131.92432432433,1.8844471281687871,-175.4000000000001,-3.1189977747357096
90007,2013,2,1000.0,97772.78712871287,2.045558952274831,-138.4000000000001,-2.9578859506296658
90007,2015,3,1046.0,90732.48868778281,3.3064231383790443,-92.40000000000009,-1.6970217645254526
90007,2016,1,1079.0,86464.79220779221,1.1565401066329979,-59.40000000000009,-3.846904796271499
90007,2017,3,1111.0,89797.80717488789,3.340838818209979,-27.40000000000009,-1.6626060846945179
90007,2018,2,1154.0,84313.16949152542,2.3721086658959325,15.599999999999909,-2.6313362370085644
90007,2019,7,1182.0,81958.75933609958,8.540880873140276,43.59999999999991,3.537435970235779
90007,2020,4,1201.0,76419.04580152672,5.234297233164467,62.59999999999991,0.2308523302599701
90007,2021,7,1252.0,72847.86742424243,9.60906646619353,113.59999999999991,4.605621563289033
90007,2022,9,1396.0,71745.8037735849,12.544287646985126,257.5999999999999,7.540842744080629
90008,2012,4,1000.0,106131.92432432433,3.7688942563375742,-160.79999999999995,-1.3774211694921576
90008,2013,1,1016.0,97772.78712871287,1.0227794761374156,-144.79999999999995,-4.123535949692316
90008,2015,4,1001.0,90732.48868778281,4.4085641845053924,-159.79999999999995,-0.7377512413243394
90008,2016,4,1044.0,86464.79220779221,4.6261604265319916,-116.79999999999995,-0.5201549992977403
90008,2017,4,1097.0,89797.80717488789,4.454451757613305,-63.799999999999955,-0.6918636682164268
90008,2018,2,1157.0,84313.16949152542,2.3721086658959325,-3.7999999999999545,-2.7742067599337994
90008,2019,4,1203.0,81958.75933609958,4.880503356080158,42.200000000000045,-0.2658120697495736
90008,2020,5,1245.0,76419.04580152672,6.542871541455584,84.20000000000005,1.3965561156258524
90008,2021,6,1377.0,72847.86742424243,8.23634268530874,216.20000000000005,3.090027259479008
90008,2022,8,1468.0,71745.8037735849,11.150477908431224,307.20000000000005,6.004162482601492
90010,2017,1,1692.0,89797.80717488789,1.1136129394033263,-333.83333333333326,-3.4726611808396655
90010,2018,4,1841.0,84313.16949152542,4.744217331791865,-184.83333333333326,0.15794321154887303
90010,2019,1,1931.0,81958.75933609958,1.2201258390200396,-94.83333333333326,-3.3661482812229524
90010,2020,4,2089.0,76419.04580152672,5.234297233164467,63.16666666666674,0.6480231129214751
90010,2021,6,2253.0,72847.86742424243,8.23634268530874,227.16666666666674,3.650068565065748
90010,2022,5,2349.0,71745.8037735849,6.969048692769515,323.16666666666674,2.3827745725265235
90011,2012,6,964.0,106131.92432432433,5.653341384506361,-151.63636363636374,-13.603499401108309
90011,2013,9,978.0,97772.78712871287,9.20501528523674,-137.63636363636374,-10.05182550037793
90011,2014,3,993.0,96344.30917874396,3.113832073292688,-122.63636363636374,-16.143008712321983
90011,2015,8,991.0,90732.48868778281,8.817128369010785,-124.63636363636374,-10.439712416603886
90011,2016,11,1011.0,86464.79220779221,12.721941172962975,-104.63636363636374,-6.534899612651696
90011,2017,11,1074.0,89797.80717488789,12.249742333436588,-41.63636363636374,-7.007098452178083
90011,2018,18,1123.0,84313.16949152542,21.348977993063393,7.36363636363626,2.0921372074487223
90011,2019,11,1178.0,81958.75933609958,13.421384229220434,62.36363636363626,-5.835456556394236
90011,2020,30,1228.0,76419.04580152672,39.2572292487335,112.36363636363626,20.00038846311883
90011,2021,18,1307.0,72847.86742424243,24.70902805592622,191.36363636363626,5.452187270311548
90011,2022,44,1425.0,71745.8037735849,61.32762849637173,309.36363636363626,42.07078771075706
90012,2012,2,975.0,106131.92432432433,1.8844471281687871,-447.81818181818176,-21.048317864148704
90012,2013,7,1047.0,97772.78712871287,7.159456332961909,-375.81818181818176,-15.773308659355582
90012,2014,5,1116.0,96344.30917874396,5.189720122154479,-306.81818181818176,-17.74304487016301
90012,2015,7,1163.0,90732.48868778281,7.714987322884438,-259.81818181818176,-15.217777669433053
90012,2016,6,1208.0,86464.79220779221,6.939240639797986,-214.81818181818176,-15.993524352519504
90012,2017,4,1327.0,89797.80717488789,4.454451757613305,-95.81818181818176,-18.478313234704185
90012,2018,13,1518.0,84313.16949152542,15.41870632832356,95.18181818181824,-7.51405866399393
90012,2019,16,1688.0,81958.75933609958,19.522013424320633,265.18181818181824,-3.410751567996858
90012,2020,37,1706.0,76419.04580152672,48.417249406771326,283.18181818181824,25.484484414453835
90012,2021,49,1859.0,72847.86742424243,67.26346526335472,436.18181818181824,44.33070027103723
90012,2022,49,2044.0,71745.8037735849,68.29667718914125,621.1818181818182,45.36391219682376
90013,2012,7,536.0,106131.92432432433,6.595564948590755,-209.18181818181813,-26.857994837493855
90013,2013,6,587.0,97772.78712871287,6.1366768568244945,-158.18181818181813,-27.316882929260117
90013,2014,7,686.0,96344.30917874396,7.26560817101627,-59.18181818181813,-26.187951615068343
90013,2015,8,640.0,90732.48868778281,8.817128369010785,-105.18181818181813,-24.636431417073826
90013,2016,8,770.0,86464.79220779221,9.252320853063983,24.81818181818187,-24.201238933020626
90013,2017,9,810.0,89797.80717488789,10.022516454629937,64.81818181818187,-23.431043331454674
90013,2018,19,768.0,84313.16949152542,22.535032326011358,22.81818181818187,-10.918527460073253
90013,2019,20,741.0,81958.75933609958,24.402516780400788,-4.18181818181813,-9.051043005683823
90013,2020,49,712.0,76419.04580152672,64.12014110626473,-33.18181818181813,30.666581320180114
90013,2021,77,855.0,72847.86742424243,105.69973112812883,109.81818181818187,72.24617134204422
90013,2022,74,1092.0,71745.8037735849,103.14192065298883,346.81818181818187,69.68836086690422
90014,2012,10,441.0,106131.92432432433,9.422235640843935,-693.1818181818182,-20.01689743218006
90014,2013,6,562.0,97772.78712871287,6.1366768568244945,-572.1818181818182,-23.3024562161995
90014,2014,9,615.0,96344.30917874396,9.341496219878062,-519.1818181818182,-20.09763685314593
90014,2015,10,732.0,90732.48868778281,11.021410461263482,-402.18181818181824,-18.41772261176051
90014,2016,9,789.0,86464.79220779221,10.40886095969698,-345.18181818181824,-19.030272113327012
90014,2017,11,1550.0,89797.80717488789,12.249742333436588,415.81818181818176,-17.189390739587402
90014,2018,19,1559.0,84313.16949152542,22.535032326011358,424.81818181818176,-6.9041007470126345
90014,2019,27,1710.0,81958.75933609958,32.94339765354106,575.8181818181818,3.50426458051707
90014,2020,26,1634.0,76419.04580152672,34.02293201556904,499.81818181818176,4.583798942545048
90014,2021,60,1460.0,72847.86742424243,82.3634268530874,325.81818181818176,52.92429378006341
90014,2022,67,1424.0,71745.8037735849,93.3852524831115,289.81818181818176,63.946119410087505
90015,2012,4,794.0,106131.92432432433,3.7688942563375742,-498.27272727272725,-18.039585859385138
90015,2013,7,841.0,97772.78712871287,7.159456332961909,-451.27272727272725,-14.649023782760803
90015,2014,5,866.0,96344.30917874396,5.189720122154479,-426.27272727272725,-16.618759993568233
90015,2015,4,897.0,90732.48868778281,4.4085641845053924,-395.27272727272725,-17.399915931217322
90015,2016,15,961.0,86464.79220779221,17.348101599494967,-331.27272727272725,-4.460378516227745
90015,2017,16,1064.0,89797.80717488789,17.81780703045322,-228.27272727272725,-3.990673085269492
90015,2018,12,1204.0,84313.16949152542,14.232651995375596,-88.27272727272725,-7.575828120347117
90015,2019,17,1375.0,81958.75933609958,20.742139263340672,82.72727272727275,-1.0663408523820408
90015,2020,24,1832.0,76419.04580152672,31.405783398986802,539.7272727272727,9.59730328326409
90015,2021,31,2094.0,72847.86742424243,42.55443720742849,801.7272727272727,20.74595709170578
90015,2022,54,2287.0,71745.8037735849,75.26572588191075,994.7272727272727,53.45724576618804
90016,2012,6,1023.0,106131.92432432433,5.653341384506361,-212.4000000000001,-3.580786187710264
90016,2014,4,1086.0,96344.30917874396,4.151776097723583,-149.4000000000001,-5.082351474493042
90016,2015,5,1098.0,90732.48868778281,5.510705230631741,-137.4000000000001,-3.723422341584884
90016,2016,3,1132.0,86464.79220779221,3.469620319898993,-103.40000000000009,-5.764507252317632
90016,2017,7,1163.0,89797.80717488789,7.795290575823284,-72.40000000000009,-1.4388369963933414
90016,2018,3,1204.0,84313.16949152542,3.558162998843899,-31.40000000000009,-5.675964573372726
90016,2019,6,1238.0,81958.75933609958,7.320755034120237,2.599999999999909,-1.9133725380963877
90016,2020,7,1379.0,76419.04580152672,9.160020158037819,143.5999999999999,-0.07410741417880651
90016,2021,13,1436.0,72847.86742424243,17.84540915150227,200.5999999999999,8.611281579285645
90016,2022,20,1595.0,71745.8037735849,27.87619477107806,359.5999999999999,18.642067198861437
90017,2012,4,823.0,106131.92432432433,3.7688942563375742,-199.27272727272725,-27.092527005944582
90017,2013,9,824.0,97772.78712871287,9.20501528523674,-198.27272727272725,-21.656405977045416
90017,2014,10,848.0,96344.30917874396,10.379440244308958,-174.27272727272725,-20.481981017973197
90017,2015,8,870.0,90732.48868778281,8.817128369010785,-152.27272727272725,-22.044292893271372
90017,2016,13,897.0,86464.79220779221,15.035021386228971,-125.27272727272725,-15.826399876053186
90017,2017,13,951.0,89797.80717488789,14.476968212243243,-71.27272727272725,-16.384453050038914
90017,2018,15,1009.0,84313.16949152542,17.790814994219495,-13.272727272727252,-13.070606268062662
90017,2019,21,1117.0,81958.75933609958,25.62264261942083,94.72727272727275,-5.238778642861327
90017,2020,47,1133.0,76419.04580152672,61.502992489682484,110.72727272727275,30.641571227400327
90017,2021,64,1280.0,72847.86742424243,87.85432197662657,257.72727272727275,56.99290071434441
90017,2022,61,1493.0,71745.8037735849,85.02239405178808,470.72727272727275,54.16097278950593
90018,2012,3,954.0,106131.92432432433,2.8266706922531806,-169.18181818181824,-3.038936471821446
90018,2013,2,966.0,97772.78712871287,2.045558952274831,-157.18181818181824,-3.8200482117997954
90018,2014,1,967.0,96344.30917874396,1.0379440244308957,-156.18181818181824,-4.827663139643731
90018,2015,2,977.0,90732.48868778281,2.2042820922526962,-146.18181818181824,-3.6613250718219303
90018,2016,5,1017.0,86464.79220779221,5.782700533164989,-106.18181818181824,-0.08290663090963779
90018,2017,4,1050.0,89797.80717488789,4.454451757613305,-73.18181818181824,-1.4111554064613214
90018,2018,4,1122.0,84313.16949152542,4.744217331791865,-1.1818181818182438,-1.1213898322827616
90018,2019,5,1189.0,81958.75933609958,6.100629195100197,65.81818181818176,0.2350220310255704
90018,2020,8,1271.0,76419.04580152672,10.468594466328934,147.81818181818176,4.6029873022543075
90018,2021,11,1356.0,72847.86742424243,15.09996158973269,232.81818181818176,9.234354425658063
90018,2022,7,1486.0,71745.8037735849,9.75666816987732,362.81818181818176,3.891061005802694
90019,2012,3,1113.0,106131.92432432433,2.8266706922531806,-199.72727272727275,-7.566706219792989
90019,2013,5,1120.0,97772.78712871287,5.113897380687078,-192.72727272727275,-5.279479531359092
90019,2014,1,1135.0,96344.30917874396,1.0379440244308957,-177.72727272727275,-9.355432887615274
90019,2015,6,1156.0,90732.48868778281,6.612846276758089,-156.72727272727275,-3.7805306352880814
90019,2016,7,1189.0,86464.79220779221,8.095780746430984,-123.72727272727275,-2.297596165615186
90019,2017,7,1245.0,89797.80717488789,7.795290575823284,-67.72727272727275,-2.5980863362228863
90019,2018,11,1319.0,84313.16949152542,13.04659766242763,6.272727272727252,2.6532207503814593
90019,2019,6,1407.0,81958.75933609958,7.320755034120237,94.27272727272725,-3.0726218779259327
90019,2020,16,1474.0,76419.04580152672,20.937188932657868,161.27272727272725,10.543812020611698
90019,2021,13,1574.0,72847.86742424243,17.84540915150227,261.27272727272725,7.4520322394561
90019,2022,17,1708.0,71745.8037735849,23.69476555541635,395.27272727272725,13.30138864337018
90020,2013,2,1107.0,97772.78712871287,2.045558952274831,-205.22222222222217,-5.409215912429103
90020,2014,1,1119.0,96344.30917874396,1.0379440244308957,-193.22222222222217,-6.416830840273038
90020,2015,2,1137.0,90732.48868778281,2.2042820922526962,-175.22222222222217,-5.250492772451238
90020,2016,2,1164.0,86464.79220779221,2.3130802132659958,-148.22222222222217,-5.141694651437938
90020,2018,5,1303.0,84313.16949152542,5.9302716647398315,-9.222222222222172,-1.5245031999641023
90020,2019,6,1376.0,81958.75933609958,7.320755034120237,63.77777777777783,-0.13401983058369638
90020,2020,11,1428.0,76419.04580152672,14.394317391202284,115.77777777777783,6.93954252649835
90020,2021,10,1524.0,72847.86742424243,13.727237808847901,211.77777777777783,6.272462944143967
90020,2022,13,1652.0,71745.8037735849,18.11952660120074,339.7777777777778,10.664751736496806
90021,2012,1,441.0,106131.92432432433,0.9422235640843936,-138.4545454545455,-11.039889393517162
90021,2013,1,517.0,97772.78712871287,1.0227794761374156,-62.454545454545496,-10.95933348146414
90021,2014,2,408.0,96344.30917874396,2.0758880488617915,-171.4545454545455,-9.906224908739764
90021,2015,2,427.0,90732.48868778281,2.2042820922526962,-152.4545454545455,-9.77783086534886
90021,2016,3,456.0,86464.79220779221,3.469620319898993,-123.4545454545455,-8.512492637702563
90021,2017,3,473.0,89797.80717488789,3.340838818209979,-106.4545454545455,-8.641274139391577
90021,2018,5,548.0,84313.16949152542,5.9302716647398315,-31.454545454545496,-6.051841292861725
90021,2019,6,647.0,81958.75933609958,7.320755034120237,67.5454545454545,-4.661357923481319
90021,2020,15,740.0,76419.04580152672,19.62861462436675,160.5454545454545,7.646501666765195
90021,2021,26,756.0,72847.86742424243,35.69081830300454,176.5454545454545,23.708705345402983
90021,2022,36,961.0,71745.8037735849,50.1771505879405,381.5454545454545,38.195037630338945
90022,2012,3,930.0,106131.92432432433,2.8266706922531806,-146.29999999999995,-5.018391874218686
90022,2014,1,977.0,96344.30917874396,1.0379440244308957,-99.29999999999995,-6.807118542040971
90022,2015,7,975.0,90732.48868778281,7.714987322884438,-101.29999999999995,-0.13007524358742906
90022,2016,3,1000.0,86464.79220779221,3.469620319898993,-76.29999999999995,-4.375442246572874
90022,2017,3,1022.0,89797.80717488789,3.340838818209979,-54.299999999999955,-4.504223748261888
90022,2018,8,1078.0,84313.16949152542,9.48843466358373,1.7000000000000455,1.6433720971118628
90022,2019,9,1107.0,81958.75933609958,10.981132551180355,30.700000000000045,3.136069984708488
90022,2020,8,1144.0,76419.04580152672,10.468594466328934,67.70000000000005,2.623531899857067
90022,2021,7,1208.0,72847.86742424243,9.60906646619353,131.70000000000005,1.7640038997216632
90022,2022,14,1322.0,71745.8037735849,19.51333633975464,245.70000000000005,11.668273773282774
90023,2012,5,972.0,106131.92432432433,4.7111178204219675,-117.72727272727275,-4.895394699421575
90023,2013,3,978.0,97772.78712871287,3.0683384284122472,-111.72727272727275,-6.538174091431296
90023,2014,4,960.0,96344.30917874396,4.151776097723583,-129.72727272727275,-5.45473642211996
90023,2015,6,982.0,90732.48868778281,6.612846276758089,-107.72727272727275,-2.993666243085454
90023,2016,6,1009.0,86464.79220779221,6.939240639797986,-80.72727272727275,-2.667271880045557
90023,2017,5,1034.0,89797.80717488789,5.568064697016632,-55.72727272727275,-4.038447822826911
90023,2018,4,1087.0,84313.16949152542,4.744217331791865,-2.727272727272748,-4.862295188051678
90023,2019,8,1139.0,81958.75933609958,9.761006712160317,49.27272727272725,0.15449419231677375
90023,2020,12,1190.0,76419.04580152672,15.702891699493401,100.27272727272725,6.096379179649858
90023,2021,9,1260.0,72847.86742424243,12.35451402796311,170.27272727272725,2.7480015081195663
90023,2022,23,1376.0,71745.8037735849,32.05762398673977,286.27272727272725,22.45111146689623
90024,2014,1,1862.0,96344.30917874396,1.0379440244308957,-318.2222222222222,-3.2141687249906967
90024,2015,2,1912.0,90732.48868778281,2.2042820922526962,-268.2222222222222,-2.0478306571688965
90024,2016,1,1976.0,86464.79220779221,1.1565401066329979,-204.22222222222217,-3.0955726427885946
90024,2017,3,2068.0,89797.80717488789,3.340838818209979,-112.22222222222217,-0.9112739312116136
90024,2018,2,2157.0,84313.16949152542,2.3721086658959325,-23.22222222222217,-1.8800040835256602
90024,2019,2,2265.0,81958.75933609958,2.440251678040079,84.77777777777783,-1.8118610713815135
90024,2020,7,2323.0,76419.04580152672,9.160020158037819,142.77777777777783,4.907907408616226
90024,2021,8,2441.0,72847.86742424243,10.98179024707832,260.7777777777778,6.729677497656728
90024,2022,4,2618.0,71745.8037735849,5.575238954215612,437.7777777777778,1.3231262047940193
90025,2014,2,1609.0,96344.30917874396,2.0758880488617915,-351.1111111111111,-6.351389148787449
90025,2015,3,1668.0,90732.48868778281,3.3064231383790443,-292.1111111111111,-5.120854059270197
90025,2016,1,1724.0,86464.79220779221,1.1565401066329979,-236.1111111111111,-7.270737091016243
90025,2017,5,1808.0,89797.80717488789,5.568064697016632,-152.1111111111111,-2.8592125006326095
90025,2018,5,1918.0,84313.16949152542,5.9302716647398315,-42.111111111111086,-2.4970055329094096
90025,2019,6,2062.0,81958.75933609958,7.320755034120237,101.88888888888891,-1.1065221635290037
90025,2020,9,2163.0,76419.04580152672,11.777168774620051,202.8888888888889,3.34989157697081
90025,2021,15,2271.0,72847.86742424243,20.59085671327185,310.8888888888889,12.16357951562261
90025,2022,13,2418.0,71745.8037735849,18.11952660120074,457.8888888888889,9.692249403551498
90026,2012,1,1038.0,106131.92432432433,0.9422235640843936,-249.0,-15.198748861345095
90026,2014,2,1094.0,96344.30917874396,2.0758880488617915,-193.0,-14.065084376567697
90026,2015,14,1118.0,90732.48868778281,15.429974645768876,-169.0,-0.7109977796606124
90026,2016,4,1162.0,86464.79220779221,4.6261604265319916,-125.0,-11.514811998897496
90026,2017,6,1213.0,89797.80717488789,6.681677636419958,-74.0,-9.45929478900953
90026,2018,10,1284.0,84313.16949152542,11.860543329479663,-3.0,-4.280429095949826
90026,2019,16,1355.0,81958.75933609958,19.522013424320633,68.0,3.3810409988911445
90026,2020,27,1407.0,76419.04580152672,35.331506323860154,120.0,19.190533898430665
90026,2021,27,1497.0,72847.86742424243,37.06354208388933,210.0,20.922569658459842
90026,2022,20,1702.0,71745.8037735849,27.87619477107806,415.0,11.735222345648573
90027,2012,10,1149.0,106131.92432432433,9.422235640843935,-241.909090909091,-10.248648269362347
90027,2013,11,1178.0,97772.78712871287,11.250574237511572,-212.909090909091,-8.42030967269471
90027,2014,5,1219.0,96344.30917874396,5.189720122154479,-171.909090909091,-14.481163788051802
90027,2015,8,1229.0,90732.48868778281,8.817128369010785,-161.909090909091,-10.853755541195497
90027,2016,9,1259.0,86464.79220779221,10.40886095969698,-131.909090909091,-9.262022950509301
90027,2017,7,1324.0,89797.80717488789,7.795290575823284,-66.90909090909099,-11.875593334382998
90027,2018,12,1397.0,84313.16949152542,14.232651995375596,6.090909090909008,-5.438231914830686
90027,2019,23,1468.0,81958.75933609958,28.06289429746091,77.09090909090901,8.39201038725463
90027,2020,26,1553.0,76419.04580152672,34.02293201556904,162.090909090909,14.352048105362758
90027,2021,30,1684.0,72847.86742424243,41.1817134265437,293.090909090909,21.51082951633742
90027,2022,33,1840.0,71745.8037735849,45.9957213722788,449.090909090909,26.32483746207252
90028,2012,8,1060.0,106131.92432432433,7.5377885126751485,-259.5454545454545,-16.623128882285037
90028,2013,3,1101.0,97772.78712871287,3.0683384284122472,-218.5454545454545,-21.09257896654794
90028,2014,10,1137.0,96344.30917874396,10.379440244308958,-182.5454545454545,-13.781477150651229
90028,2015,8,1143.0,90732.48868778281,8.817128369010785,-176.5454545454545,-15.343789025949402
90028,2016,10,1181.0,86464.79220779221,11.565401066329978,-138.5454545454545,-12.59551632863021
90028,2017,17,1273.0,89797.80717488789,18.931419969856545,-46.545454545454504,-5.2294974251036415
90028,2018,13,1364.0,84313.16949152542,15.41870632832356,44.454545454545496,-8.742211066636626
90028,2019,25,1419.0,81958.75933609958,30.50314597550099,99.4545454545455,6.342228580540802
90028,2020,30,1503.0,76419.04580152672,39.2572292487335,183.4545454545455,15.096311853773315
90028,2021,46,1612.0,72847.86742424243,63.14529392070034,292.4545454545455,38.98437652574015
90028,2022,41,1722.0,71745.8037735849,57.14619928071002,402.4545454545455,32.985281885749835
90029,2012,2,954.0,106131.92432432433,1.8844471281687871,-190.4000000000001,-6.456058051445712
90029,2013,3,966.0,97772.78712871287,3.0683384284122472,-178.4000000000001,-5.272166751202253
90029,2014,2,977.0,96344.30917874396,2.0758880488617915,-167.4000000000001,-6.264617130752708
90029,2015,6,1020.0,90732.48868778281,6.612846276758089,-124.40000000000009,-1.7276589028564109
90029,2016,3,1056.0,86464.79220779221,3.469620319898993,-88.40000000000009,-4.870884859715506
90029,2017,4,1104.0,89797.80717488789,4.454451757613305,-40.40000000000009,-3.8860534220011944
90029,2019,6,1200.0,81958.75933609958,7.320755034120237,55.59999999999991,-1.0197501454942621
90029,2020,12,1259.0,76419.04580152672,15.702891699493401,114.59999999999991,7.362386519878902
90029,2021,10,1367.0,72847.86742424243,13.727237808847901,222.5999999999999,5.386732629233402
90029,2022,18,1541.0,71745.8037735849,25.08857529397025,396.5999999999999,16.74807011435575
90031,2013,5,963.0,97772.78712871287,5.113897380687078,-159.79999999999995,-1.8790488027492103
90031,2014,6,996.0,96344.30917874396,6.227664146585376,-126.79999999999995,-0.7652820368509126
90031,2015,4,995.0,90732.48868778281,4.4085641845053924,-127.79999999999995,-2.584381998930896
90031,2016,1,1024.0,86464.79220779221,1.1565401066329979,-98.79999999999995,-5.83640607680329
90031,2017,3,1072.0,89797.80717488789,3.340838818209979,-50.799999999999955,-3.652107365226309
90031,2018,7,1114.0,84313.16949152542,8.302380330635764,-8.799999999999955,1.3094341471994753
90031,2019,6,1161.0,81958.75933609958,7.320755034120237,38.200000000000045,0.32780885068394916
90031,2020,7,1210.0,76419.04580152672,9.160020158037819,87.20000000000005,2.1670739746015304
